Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Labels],Comment [Experimental Replicate Date],Experimental Condition [Genetic Perturbation],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Annotation Comments],Assay Name,Source Name,Image File,Comment [Image File Path],Comment [Image File Type],Channels,Processed Data File
Exp04,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0012.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-09_WellB3,2019-08-09-Migration-XY0012,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0012.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0013.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-09_WellB2,2019-08-09-Migration-XY0013,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0013.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0014.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-09_WellB2,2019-08-09-Migration-XY0014,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0014.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0015.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,none,,,,,,2019-08-09_WellB1,2019-08-09-Migration-XY0015,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0015.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0016.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,none,,,,,,2019-08-09_WellB1,2019-08-09-Migration-XY0016,2019-08-09_10Amutants_Migration2019-08-09_10Amutants_3minFrames_XY0016.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,none,,,,,,2019-08-09_WellA1,2019-08-09-PreTiling-WellA1,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA1.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-09_WellA2,2019-08-09-PreTiling-WellA2,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA2.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-09_WellA3,2019-08-09-PreTiling-WellA3,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA3.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-09_WellA4,2019-08-09-PreTiling-WellA4,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellA4.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,none,,,,,,2019-08-09_WellB1,2019-08-09-PreTiling-WellB1,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB1.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-09_WellB2,2019-08-09-PreTiling-WellB2,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB2.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-09_WellB3,2019-08-09-PreTiling-WellB3,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB3.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-09_WellB4,2019-08-09-PreTiling-WellB4,2019-08-09_10Amutants_postTiling2019-08-09_10Amutants_WellB4.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,none,,,,,,2019-08-09_WellA1,2019-08-09-PostTiling-WellA1,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA1.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-09_WellA2,2019-08-09-PostTiling-WellA2,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA2.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-09_WellA3,2019-08-09-PostTiling-WellA3,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA3.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-09_WellA4,2019-08-09-PostTiling-WellA4,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellA4.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,none,,,,,,2019-08-09_WellB1,2019-08-09-PostTiling-WellB1,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB1.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-09_WellB2,2019-08-09-PostTiling-WellB2,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB2.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-09_WellB3,2019-08-09-PostTiling-WellB3,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB3.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp04,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,09/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-09_WellB4,2019-08-09-PostTiling-WellB4,2019-08-09_10Amutants_preTiling2019-08-09_10Amutants_WellB4.ome.tiff,experimentA\2019-08-09,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0001.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellA1,2019-08-10-Migration-XY0001,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0001.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0002.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellA1,2019-08-10-Migration-XY0002,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0002.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0003.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellA2,2019-08-10-Migration-XY0003,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0003.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0004.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellA2,2019-08-10-Migration-XY0004,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0004.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0005.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellA3,2019-08-10-Migration-XY0005,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0005.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0006.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellA3,2019-08-10-Migration-XY0006,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0006.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0007.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellA4,2019-08-10-Migration-XY0007,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0007.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0008.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellA4,2019-08-10-Migration-XY0008,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0008.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0009.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellB4,2019-08-10-Migration-XY0009,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0009.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0010.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellB4,2019-08-10-Migration-XY0010,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0010.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0011.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellB3,2019-08-10-Migration-XY0011,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0011.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0012.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellB3,2019-08-10-Migration-XY0012,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0012.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0013.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellB2,2019-08-10-Migration-XY0013,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0013.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0014.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellB2,2019-08-10-Migration-XY0014,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0014.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0015.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellB1,2019-08-10-Migration-XY0015,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0015.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0016.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellB1,2019-08-10-Migration-XY0016,2019-08-10_10Amutants_Migration2019-08-10_10Amutants_3minFrames_XY0016.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellA1,2019-08-10-PreTiling-WellA1,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA1.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellA2,2019-08-10-PreTiling-WellA2,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA2.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA3 2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellA3,2019-08-10-PreTiling-WellA3,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA3 2.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellA4,2019-08-10-PreTiling-WellA4,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellA4.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellB1,2019-08-10-PreTiling-WellB1,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB1.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellB2,2019-08-10-PreTiling-WellB2,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB2.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellB3,2019-08-10-PreTiling-WellB3,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB3.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellB4,2019-08-10-PreTiling-WellB4,2019-08-10_10Amutants_postTiling2019-08-10_10Amutants_WellB4.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellA1,2019-08-10-PostTiling-WellA1,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA1.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellA2,2019-08-10-PostTiling-WellA2,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA2.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellA3,2019-08-10-PostTiling-WellA3,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA3.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellA4,2019-08-10-PostTiling-WellA4,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellA4.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB1.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,none,,,,,,2019-08-10_WellB1,2019-08-10-PostTiling-WellB1,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB1.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB2.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,PTEN-/-,ENSG00000171862,,PTEN,,gene identifier from Ensembl,2019-08-10_WellB2,2019-08-10-PostTiling-WellB2,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB2.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB3.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas activation,ENSG00000133703,,KRAS,,gene identifier from Ensembl,2019-08-10_WellB3,2019-08-10-PostTiling-WellB3,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB3.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp05,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB4.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,10/08/2019,kRas/PTEN-/-,ENSG00000133703,ENSG00000171862,PTEN,KRAS,gene identifier from Ensembl,2019-08-10_WellB4,2019-08-10-PostTiling-WellB4,2019-08-10_10Amutants_preTiling2019-08-10_10Amutants_WellB4.ome.tiff,experimentA\2019-08-10,raw,phase contrast,idr0111-experimentA-processed
Exp06,2019-08-13_10Amutants_Migration2019-08-13_10Amutants_3minFrames_XY0001.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,13/08/2019,none,,,,,,2019-08-13_WellA1,2019-08-13-Migration-XY0001,2019-08-13_10Amutants_Migration2019-08-13_10Amutants_3minFrames_XY0001.ome.tiff,experimentA\2019-08-13,raw,phase contrast,idr0111-experimentA-processed
Exp06,2019-08-13_10Amutants_Migration2019-08-13_10Amutants_3minFrames_XY0002.ome.tiff,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lifeact-GFP,13/08/2019,none,,,,,,2019-08-13_WellA1,2019-08-13-Migration-XY0002,2019-08-13_10Amutants_Migration2019-08-13_10Amutants_3minFrames_XY0002.ome.tiff,experimentA\2019-08-13,raw,phase contrast,idr0111-experimentA-processed
